(6540,7966)
(7639,1655)
(4494,911)
(5686,1310)
(3931,5669)
(7200,5185)
(5636,1279)
(5531,9613)
(3420,9283)
(904,7379)
(6753,456)
(9829,4898)
(5180,9523)
(6747,1086)
(8971,1396)
(2011,7071)
(4829,3325)
(6823,9357)
(4139,5934)
(506,9928)
(141,9023)
(446,8129)
(1141,3010)
(6772,1900)
(887,651)
(9554,7482)
(4884,9409)
(8917,448)
(7568,4371)
(3027,6344)
(5439,2815)
(3583,896)
(5641,8631)
(2262,7275)
(2876,2404)
(896,8087)
(9325,4584)
(7470,3300)
(3752,684)
(2645,7157)
(1508,5242)
(9832,2279)
(29,9335)
(7207,9676)
(1087,3451)
(8380,7730)
(7461,7218)
(3272,5389)
(7329,4070)
(1490,7325)
(7745,8941)
(6511,9266)
(7810,516)
(7879,1663)
(7550,2643)
(2194,4388)
(8125,8429)
(3512,1612)
(6846,2111)
(4033,1524)
(5877,5313)
(3983,4251)
(8608,7001)
(5947,3603)
(9156,7294)
(209,5767)
(3079,6327)
(964,7218)
(4939,9945)
(5475,9103)
(9467,5247)
(1464,9450)
(3993,9049)
(1808,8165)
(9300,9829)
(1249,8507)
(8911,4835)
(6749,8237)
(4213,2187)
(964,3552)
(725,7543)
(1704,5017)
(5245,2465)
(1034,8965)
(8573,5112)
(3739,7622)
(2318,5579)
(6335,9424)
(1705,2228)
(733,9880)
(5385,1754)
(9922,6688)
(7838,5926)
(9187,5412)
(1644,2174)
(9623,689)
(8117,1991)
(3456,9075)
(2217,4844)
(3394,3959)
(566,4434)
(4222,3294)
(1423,4349)
(6161,3276)
(7493,8501)
(3980,1410)
(3859,56)
(8798,2799)
(6136,3602)
(1037,3444)
(7645,8999)
(5186,7652)
(7433,7045)
(24,3641)
(8824,666)
(1404,8216)
(7427,9540)
(9442,1939)
(4369,1490)
(3749,771)
(8906,2458)
(634,7225)
(751,1502)
(6561,1118)
(1355,1570)
(6851,7865)
(8388,9919)
(3918,6025)
(8077,1728)
(109,2752)
(7095,2027)
(2524,9898)
(9998,8975)
(7764,3378)
(3693,6440)
(7143,1633)
(7454,8949)
(9721,3606)
(4821,7277)
(9702,7936)
(6918,5044)
(4242,9600)
(3012,820)
(396,2940)
(2634,9390)
(6596,4210)
(353,5698)
(2138,4620)
(140,3431)
(3921,6009)
(6476,7445)
(5402,66)
(3108,3057)
(6032,4975)
(2681,9081)
(8577,919)
(2490,4052)
(5122,9696)
(7,1560)
(8110,9572)
(1870,8722)
(3549,1976)
(9484,2238)
(410,95)
(952,4775)
(617,7208)
(9660,6509)
(3800,8605)
(3092,2019)
(436,6032)
(2750,2239)
(3529,8367)
(4223,3244)
(5819,1978)
(9442,3063)
(5387,4965)
(9940,3781)
(7855,8284)
(2156,6850)
(7289,1938)
(8032,5691)
(5844,2503)
(745,5728)
(8312,1254)
(1027,3649)
(228,8247)
(8637,6372)
(8146,2040)
(1103,1163)
(1427,6459)
(245,8603)
(1674,8837)
(4934,6449)
(372,5509)
(9090,7748)
(8606,7153)
(4720,625)
(9436,9191)
(4672,3075)
(8029,302)
(5162,9149)
(9757,2217)
(9910,5150)
(8804,7230)
(240,3937)
(2546,996)
(9585,8206)
(1322,2954)
(5045,379)
(8668,3950)
(1241,3665)
(3600,2013)
(3947,4828)
(7538,7135)
(546,1080)
(5696,120)
(5166,1650)
(1716,9886)
(9023,6012)
(96,7273)
(4469,5337)
(6082,9519)
(32,3613)
(7220,3304)
(4937,653)
(2114,6914)
(829,3996)
(6950,3695)
(8988,3941)
(2975,9788)
(5176,3633)
(9417,2941)
(5808,7359)
(1658,44)
(7574,4479)
(23,2439)
(1349,7870)
(926,7271)
(2123,884)
(1881,5829)
(2131,1658)
(3691,638)
(4230,5672)
(2075,7891)
(7957,1988)
(6791,9958)
(6712,4948)
(8788,2638)
(8395,5322)
(3613,6903)
(3434,2983)
(3463,1930)
(2229,7788)
(2055,7761)
(2036,5096)
(2221,5936)
(4576,3103)
(6054,696)
(9348,1917)
(1520,5351)
(5101,7038)
(7064,1151)
(9350,6636)
(2841,3979)
(8315,8196)
(7788,8751)
(5991,185)
(6976,5150)
(8576,1064)
(4949,9972)
(906,4506)
(2920,4185)
(3890,6233)
(4353,1652)
(5924,2533)
(9061,1023)
(5627,9087)
(1479,1858)
(9213,8237)
(8292,4438)
(1369,3688)
(2115,3891)
(8971,9502)
(6025,1676)
(7862,8277)
(6910,6903)
(7575,9001)
(7462,2486)
(2881,83)
(7449,6570)
(9608,9144)
(7005,2600)
(5688,5052)
(7040,5207)
(6985,2296)
(9091,2575)
(2188,8965)
(9378,5273)
(3514,4768)
(1500,2419)
(8013,3085)
(3515,612)
(1403,7285)
(5434,78)
(3346,7876)
(6147,6559)
(8644,4076)
(5997,136)
(7230,6775)
(445,4534)
(646,4190)
(9176,2826)
(8282,6440)
(4340,4762)
(2489,5503)
(3612,1800)
(2611,6963)
(6665,7902)
(3388,7841)
(3249,2103)
(9862,3469)
(9781,4132)
(991,3554)
(753,5622)
(529,1051)
(9881,5332)
(4944,8232)
(4340,1567)
(9525,984)
(981,9433)
(4186,9568)
(1550,4842)
(8682,2833)
(5241,6182)
(4729,9751)
(1596,5372)
(74,9155)
(6522,4725)
(9850,4655)
(2044,8677)
(5607,7121)
(7076,6884)
(1447,5745)
(5220,7481)
(1270,7546)
(8945,2241)
(256,8245)
(9700,1726)
(7828,5741)
(7938,2549)
(5996,3806)
(254,5249)
(6941,4427)
(2389,3302)
(7125,3015)
(3247,663)
(9204,9274)
(5740,5550)
(2785,6109)
(9487,1889)
(277,6687)
(2812,3594)
(6011,1018)
(6913,187)
(165,5723)
(9172,4948)
(3488,2968)
(9912,4845)
(3838,4004)
(94,1123)
(9269,7140)
(581,7868)
(9438,6336)
(4294,546)
(2300,9773)
(926,3607)
(8292,8819)
(5626,9094)
(1403,7739)
(5692,6258)
(9701,2653)
(5089,7039)
(1954,8587)
(387,1104)
(6894,7525)
(878,727)
(6947,20)
(2092,2670)
(7013,5133)
(5826,8189)
(7189,4217)
(5957,6188)
(539,771)
(2333,5406)
(9168,100)
(914,1834)
(2355,7773)
(2234,6471)
(9155,5564)
(6665,8680)
(1284,5135)
(8281,1685)
(5183,5615)
(1371,7807)
(1480,7599)
(9808,2411)
(8946,6199)
(7299,1886)
(7198,6281)
(6476,197)
(5476,4424)
(4861,2759)
(409,2043)
(544,4503)
(8173,5411)
(937,8015)
(3443,6533)
(3203,1783)
(6084,6957)
(1899,8835)
(2172,8879)
(9372,8014)
(7084,2205)
(4855,866)
(7420,2764)
(7751,6989)
(336,17)
(1003,6586)
(5001,1580)
(5577,8419)
(5179,8672)
(2259,5859)
(2228,955)
(9650,3649)
(1399,6982)
(4480,853)
(7641,62)
(3779,2140)
(3079,7169)
(5649,5452)
(9974,2705)
(1706,3184)
(2268,9124)
(2967,546)
(5677,4717)
(3703,6347)
(7594,6662)
(6021,8507)
(5054,2676)
(6295,4757)
(9866,2803)
(6427,6541)
(7180,9346)
(5124,2887)
(658,5904)
(8751,3147)
(7540,2646)
(1591,440)
(3733,6010)
(8316,3418)
(9454,1564)
(8882,8340)
(8397,9300)
(5274,7840)
(5086,6485)
(4727,8085)
(3600,3067)
(8421,5302)
(4976,6425)
(1791,847)
(5097,9152)
(2936,4385)
(3426,4172)
(2062,8876)
(4727,5810)
(3955,1006)
(9583,3387)
(2542,9644)
(3164,5341)
(8941,924)
(7317,9808)
(9714,8102)
(2750,2936)
(853,8553)
(4721,9966)
(4768,3716)
(3030,5504)
(6184,2045)
(1610,4956)
(8731,5240)
(3026,137)
(2263,2105)
(3614,5236)
(7531,3028)
(8620,2940)
(9641,4531)
(8640,7578)
(2692,9618)
(2502,2028)
(8760,6103)
(4373,6803)
(3659,1563)
(1685,8892)
(5848,9627)
(6800,9905)
(4059,6940)
(8969,4228)
(9118,2567)
(1020,3011)
(7702,7991)
(6930,1357)
(413,178)
(5199,1157)
(3836,9990)
(2230,3102)
(6929,1277)
(87,3187)
(9640,850)
(2709,2015)
(412,4025)
(3361,4347)
(3050,9155)
(3081,562)
(7066,4905)
(1130,7217)
(155,9547)
(6131,8056)
(6128,885)
(5847,3942)
(6355,6780)
(1596,5284)
(9484,798)
(674,5003)
(795,8858)
(69,6454)
(5409,8674)
(553,2768)
(7133,4623)
(5863,7735)
(4984,8729)
(9743,7071)
(2954,272)
(7830,5673)
(5146,5205)
(6011,4819)
(1578,7567)
(3872,6901)
(7341,7211)
(414,6173)
(7703,821)
(1287,304)
(9243,403)
(7908,86)
(9794,8594)
(3627,9360)
(9275,3939)
(7842,4018)
(9190,2715)
(6526,2068)
(2803,4812)
(382,5190)
(7796,3200)
(6798,5173)
(5482,4984)
(6646,7348)
(275,6674)
(2406,891)
(3750,3703)
(2663,5912)
(8734,7266)
(3987,2328)
(5806,1057)
(3603,4780)
(943,4909)
(5131,2867)
(7202,3723)
(3387,8666)
(4490,7950)
(4833,9564)
(2788,6612)
(2025,6132)
(3642,5805)
(1309,4608)
(8695,2145)
(9579,2804)
(9231,6256)
(1454,6910)
(5408,4780)
(8630,3723)
(4371,9299)
(8927,4917)
(2386,2405)
(1298,955)
(5313,4526)
(8056,5886)
(6401,6675)
(8454,3748)
(5683,6972)
(2931,5440)
(6052,5991)
(8490,5356)
(4605,6566)
(2337,4572)
(7789,4306)
(2113,2654)
(4148,65)
(692,6509)
(1946,7240)
(2933,9011)
(454,8326)
(5273,6558)
(4019,1910)
(4032,8377)
(6301,9616)
(2544,5497)
(9390,6338)
(4007,3687)
(8738,7978)
(7371,7335)
(7863,4821)
(4594,6477)
(6007,7311)
(7953,9710)
(5257,7119)
(7033,5147)
(3519,540)
(6327,675)
(3286,4253)
(946,8809)
(6640,4071)
(4811,185)
(1125,5412)
(1908,1408)
(3336,4739)
(8171,7862)
(5655,6956)
(7868,815)
(8964,7811)
(9435,4872)
(5655,3330)
(4371,7059)
(6143,6628)
(9601,4430)
(7188,9713)
(2406,9361)
(7965,6678)
(3628,3647)
(474,6031)
(8992,4986)
(4252,4698)
(2287,9488)
(4841,3575)
(6730,5518)
(6695,1507)
(7407,4489)
(9385,5237)
(7326,3608)
(4867,1544)
(5211,7847)
(2596,831)
(2460,4969)
(609,6404)
(6402,7866)
(9889,8053)
(3082,6660)
(9339,8876)
(8782,2976)
(3887,988)
(5881,4459)
(806,8670)
(3237,5352)
(4311,2499)
(7402,8030)
(7861,7426)
(5257,2043)
(2666,8845)
(7979,7085)
(1979,7759)
(5669,2754)
(3962,6200)
(1824,1191)
(3675,8202)
(5981,2525)
(3803,4089)
(9714,4111)
(5835,7267)
(5026,5835)
(3225,6904)
(8214,2095)
(4284,6212)
(4558,316)
(1122,7280)
(3739,8732)
(5730,2330)
(6196,7242)
(6549,8260)
(2013,6273)
(8413,9075)
(7594,7533)
(3180,3145)
(3394,2325)
(1377,5532)
(1604,2247)
(6246,153)
(8177,2382)
(9258,4494)
(6132,2078)
(9922,4086)
(2931,3323)
(9368,6123)
(5590,2442)
(2323,1620)
(3090,5505)
(3266,726)
(1758,8124)
(9378,8695)
(2937,6697)
(5585,8761)
(2399,5416)
(9987,8667)
(4864,5576)
(504,741)
(1776,8593)
(3685,3535)
(8144,2485)
(7512,4390)
(5522,8611)
(3841,724)
(3341,9493)
(5745,2413)
(6802,2417)
(3980,6723)
(4650,5698)
(2751,4379)
(4960,7825)
(7667,617)
(3321,1578)
(8277,2953)
(7474,9095)
(6940,6779)
(904,1384)
(88,1572)
(4778,9542)
(4589,5345)
(5245,1518)
(5265,8452)
(1314,9793)
(6068,5436)
(7677,9124)
(311,5085)
(9283,7057)
(6293,6128)
(9241,5345)
(5681,9776)
(3151,2311)
(9548,7845)
(3894,5717)
(2821,6355)
(2790,7860)
(9610,4508)
(9637,8289)
(7057,9703)
(672,6671)
(6355,9972)
(1888,6631)
(9872,7773)
(5966,2308)
(8649,7191)
(9476,9435)
(6663,2266)
(7122,2623)
(5524,1299)
(3918,2555)
(7374,7813)
(3612,2888)
(4725,4229)
(7970,4437)
(5811,9865)
(9141,1936)
(3195,7730)
(4173,5724)
(7331,4509)
(6207,23)
(6886,686)
(1497,3022)
(16,2937)
(242,4520)
(9201,607)
(8113,16)
(8643,5296)
(2367,8090)
(2168,6916)
(202,7909)
(94,8815)
(9227,6168)
(3219,6511)
(4663,544)
(493,27)
(3157,4372)
(8656,8603)
(8231,7982)
(6164,3346)
(7151,7273)
(7990,5402)
(4502,4617)
(9664,40)
(152,4488)
(877,7897)
(5047,4067)
(3092,1874)
(9276,9295)
(8348,8291)
(5919,137)
(4730,3249)
(5647,1503)
(9198,5862)
(6122,9922)
(8176,3707)
(5303,9932)
(7860,5943)
(7318,7961)
(6712,4609)
(2508,2462)
(243,7364)
(8289,6983)
(9079,8969)
(8093,418)
(4948,6254)
(7718,7208)
(806,233)
(7621,6276)
(1584,9800)
(9981,7477)
(4383,2881)
(9936,7016)
(7777,182)
(5570,4980)
(1647,3483)
(7498,8161)
(9740,1923)
(8036,8572)
(4821,9416)
(2493,2939)
(1612,7673)
(8808,1664)
(7376,9001)
(8826,9966)
(3209,1897)
(767,2298)
(270,6505)
(1298,747)
(6369,6325)
(3400,3101)
(4596,5377)
(945,5252)
(2425,2178)
(4190,7005)
(6331,830)
(6588,6427)
(8471,8535)
(6390,1841)
(2698,8010)
(1973,6146)
(2325,1811)
(5845,4097)
(4172,9229)
(5122,8645)
(4068,8993)
(1743,5473)
(8159,2607)
(7893,7511)
(2856,8968)
(4440,7349)
(5578,4460)
(8372,4154)
(8294,1602)
(3157,3336)
(2586,9231)
(8031,8432)
(9181,1578)
(5765,4906)
(1042,3305)
(3742,7090)
(6926,305)
(6395,7757)
(6092,2805)
(7230,6580)
(8037,6362)
(8574,8089)
(71,6813)
(7951,5083)
(345,5494)
(8974,2653)
(89,1597)
(1918,9434)
(1408,8313)
(5148,1096)
(7033,3091)
